,centile_count,centile
2333,0,1881280062.4926
2334,0,1882086095.0815
2335,0,1882892127.6704
2336,0,1883698160.2593
2337,0,1884504192.8481998
2338,0,1885310225.4371
2339,0,1886116258.026
2340,0,1886922290.6148999
2341,0,1887728323.2038
2342,0,1888534355.7927
2343,0,1889340388.3816
2344,0,1890146420.9705
2345,0,1890952453.5593998
2346,0,1891758486.1483
2347,0,1892564518.7372
2348,0,1893370551.3260999
2349,0,1894176583.915
2350,0,1894982616.5039
2351,0,1895788649.0928
2352,0,1896594681.6817
2353,0,1897400714.2705998
2354,0,1898206746.8595
2355,0,1899012779.4484
2356,0,1899818812.0372999
2357,0,1900624844.6262
2358,0,1901430877.2151
2359,0,1902236909.804
2360,0,1903042942.3929
2361,0,1903848974.9817998
2362,0,1904655007.5707
2363,0,1905461040.1596
2364,0,1906267072.7484999
2365,0,1907073105.3374
2366,0,1907879137.9263
2367,0,1908685170.5152
2368,0,1909491203.1041
2369,0,1910297235.6929998
2370,0,1911103268.2819
2371,0,1911909300.8708
2372,0,1912715333.4596999
2373,0,1913521366.0486
2374,0,1914327398.6375
2375,0,1915133431.2264
2376,0,1915939463.8153
2377,0,1916745496.4041998
2378,0,1917551528.9931
2379,0,1918357561.582
2380,0,1919163594.1708999
2381,0,1919969626.7598
2382,0,1920775659.3487
2383,0,1921581691.9376
2384,0,1922387724.5265
2385,0,1923193757.1153998
2386,0,1923999789.7043
2387,0,1924805822.2932
2388,0,1925611854.8820999
2389,0,1926417887.471
2390,0,1927223920.0599
2391,0,1928029952.6488
2392,0,1928835985.2377
2393,0,1929642017.8265998
2394,0,1930448050.4155
2395,0,1931254083.0044
2396,0,1932060115.5932999
2397,0,1932866148.1822
2398,0,1933672180.7711
2399,0,1934478213.36
2400,0,1935284245.9489
2401,0,1936090278.5377998
2402,0,1936896311.1267
2403,0,1937702343.7156
2404,0,1938508376.3044999
2405,0,1939314408.8934
2406,1,1940120441.4823
2407,0,1940926474.0712
2408,0,1941732506.6601
2409,0,1942538539.2489998
2410,0,1943344571.8379
2411,0,1944150604.4268
2412,0,1944956637.0156999
2413,0,1945762669.6046
2414,0,1946568702.1935
2415,0,1947374734.7824
2416,0,1948180767.3713
2417,0,1948986799.9601998
2418,0,1949792832.5491
2419,0,1950598865.138
2420,0,1951404897.7268999
2421,0,1952210930.3158
2422,0,1953016962.9047
2423,0,1953822995.4936
2424,0,1954629028.0825
2425,0,1955435060.6713998
2426,0,1956241093.2603
2427,0,1957047125.8492
2428,0,1957853158.4380999
2429,0,1958659191.027
2430,0,1959465223.6159
2431,0,1960271256.2048
2432,0,1961077288.7937
2433,0,1961883321.3825998
2434,0,1962689353.9715
2435,0,1963495386.5604
2436,0,1964301419.1492999
2437,0,1965107451.7382
2438,0,1965913484.3271
2439,0,1966719516.916
2440,0,1967525549.5049
2441,0,1968331582.0937998
2442,0,1969137614.6827
2443,0,1969943647.2716
2444,0,1970749679.8604999
2445,0,1971555712.4494
2446,0,1972361745.0383
2447,0,1973167777.6272
2448,0,1973973810.2161
2449,0,1974779842.8049998
2450,0,1975585875.3939
2451,0,1976391907.9828
2452,0,1977197940.5716999
2453,0,1978003973.1606
2454,0,1978810005.7495
2455,0,1979616038.3384
2456,0,1980422070.9273
2457,0,1981228103.5161998
2458,0,1982034136.1051
2459,0,1982840168.694
2460,0,1983646201.2828999
2461,0,1984452233.8718
2462,0,1985258266.4607
2463,0,1986064299.0496
2464,0,1986870331.6385
2465,0,1987676364.2273998
2466,0,1988482396.8163
2467,0,1989288429.4052
2468,0,1990094461.9940999
2469,0,1990900494.583
2470,0,1991706527.1719
2471,0,1992512559.7608
2472,0,1993318592.3497
2473,0,1994124624.9385998
2474,0,1994930657.5275
2475,0,1995736690.1164
2476,0,1996542722.7052999
2477,0,1997348755.2942
2478,0,1998154787.8831
2479,0,1998960820.472
2480,0,1999766853.0609
2481,1,2000572885.6497998
2482,0,2001378918.2387
2483,0,2002184950.8276
2484,0,2002990983.4164999
2485,0,2003797016.0054
2486,0,2004603048.5943
2487,0,2005409081.1832
2488,0,2006215113.7721
2489,0,2007021146.3609998
2490,0,2007827178.9499
2491,0,2008633211.5388
2492,0,2009439244.1276999
2493,0,2010245276.7166
2494,0,2011051309.3055
2495,0,2011857341.8944
2496,0,2012663374.4833
2497,0,2013469407.0721998
2498,0,2014275439.6611
2499,0,2015081472.25
2500,0,2015887504.8388999
2501,0,2016693537.4278
2502,0,2017499570.0167
2503,0,2018305602.6055999
2504,0,2019111635.1945
2505,0,2019917667.7833998
2506,0,2020723700.3723
2507,0,2021529732.9612
2508,0,2022335765.5500998
2509,0,2023141798.139
2510,0,2023947830.7279
2511,0,2024753863.3167999
2512,0,2025559895.9057
2513,0,2026365928.4945998
2514,0,2027171961.0835
2515,0,2027977993.6724
2516,0,2028784026.2612998
2517,0,2029590058.8502
2518,0,2030396091.4391
2519,0,2031202124.0279999
2520,0,2032008156.6169
2521,0,2032814189.2057998
2522,0,2033620221.7947
2523,0,2034426254.3836
2524,0,2035232286.9724998
2525,0,2036038319.5614
2526,0,2036844352.1503
2527,0,2037650384.7391999
2528,0,2038456417.3281
2529,0,2039262449.9169998
2530,0,2040068482.5059
2531,0,2040874515.0948
2532,0,2041680547.6836998
2533,0,2042486580.2726
2534,0,2043292612.8615
2535,0,2044098645.4503999
2536,0,2044904678.0393
2537,0,2045710710.6281998
2538,0,2046516743.2171
2539,0,2047322775.806
2540,0,2048128808.3948998
2541,0,2048934840.9838
2542,0,2049740873.5727
2543,0,2050546906.1615999
2544,0,2051352938.7505
2545,0,2052158971.3393998
2546,0,2052965003.9283
2547,0,2053771036.5172
2548,0,2054577069.1060998
2549,0,2055383101.695
2550,0,2056189134.2839
2551,0,2056995166.8727999
2552,0,2057801199.4617
2553,0,2058607232.0505998
2554,0,2059413264.6395
2555,0,2060219297.2284
2556,0,2061025329.8172998
2557,0,2061831362.4062
2558,0,2062637394.9951
2559,0,2063443427.5839999
2560,0,2064249460.1729
2561,0,2065055492.7618
2562,0,2065861525.3507
2563,0,2066667557.9396
2564,0,2067473590.5284998
2565,0,2068279623.1174
2566,0,2069085655.7063
2567,0,2069891688.2951999
2568,0,2070697720.8841
2569,0,2071503753.473
2570,0,2072309786.0619
2571,0,2073115818.6508
2572,0,2073921851.2396998
2573,0,2074727883.8286
2574,0,2075533916.4175
2575,1,2076339949.0063999
2576,0,2077145981.5953
2577,0,2077952014.1842
2578,0,2078758046.7731
2579,0,2079564079.362
2580,0,2080370111.9508998
2581,0,2081176144.5398
2582,0,2081982177.1287
2583,0,2082788209.7175999
2584,0,2083594242.3065
2585,0,2084400274.8954
2586,0,2085206307.4843
2587,0,2086012340.0732
2588,0,2086818372.6620998
2589,0,2087624405.251
2590,0,2088430437.8399
2591,0,2089236470.4287999
2592,0,2090042503.0177
2593,0,2090848535.6066
2594,0,2091654568.1955
2595,0,2092460600.7844
2596,0,2093266633.3732998
2597,0,2094072665.9622
2598,0,2094878698.5511
2599,0,2095684731.1399999
2600,0,2096490763.7289
2601,0,2097296796.3178
2602,0,2098102828.9067
2603,0,2098908861.4956
2604,0,2099714894.0844998
2605,0,2100520926.6734
2606,0,2101326959.2623
2607,0,2102132991.8511999
2608,0,2102939024.4401
2609,0,2103745057.029
2610,0,2104551089.6179
2611,0,2105357122.2068
2612,0,2106163154.7956998
2613,0,2106969187.3846
2614,0,2107775219.9735
2615,0,2108581252.5623999
2616,0,2109387285.1513
2617,0,2110193317.7402
2618,0,2110999350.3291
2619,0,2111805382.918
2620,0,2112611415.5068998
2621,0,2113417448.0958
2622,0,2114223480.6847
2623,0,2115029513.2735999
2624,0,2115835545.8625
2625,0,2116641578.4514
2626,0,2117447611.0403
2627,0,2118253643.6292
2628,0,2119059676.2180998
2629,0,2119865708.807
2630,0,2120671741.3959
2631,0,2121477773.9847999
2632,0,2122283806.5737
2633,0,2123089839.1626
2634,0,2123895871.7515
2635,0,2124701904.3404
2636,0,2125507936.9292998
2637,0,2126313969.5182
2638,0,2127120002.1071
2639,0,2127926034.6959999
2640,0,2128732067.2849
2641,0,2129538099.8738
2642,0,2130344132.4627
2643,0,2131150165.0516
2644,0,2131956197.6404998
2645,0,2132762230.2294
2646,0,2133568262.8183
2647,0,2134374295.4071999
2648,0,2135180327.9961
2649,0,2135986360.585
2650,0,2136792393.1739
2651,0,2137598425.7628
2652,0,2138404458.3516998
2653,0,2139210490.9406
2654,0,2140016523.5295
2655,0,2140822556.1183999
2656,0,2141628588.7073
2657,0,2142434621.2962
2658,0,2143240653.8851
2659,0,2144046686.474
2660,0,2144852719.0628998
2661,0,2145658751.6518
2662,0,2146464784.2407
2663,0,2147270816.8295999
2664,0,2148076849.4185
2665,0,2148882882.0074
2666,0,2149688914.5963
2667,0,2150494947.1851997
2668,0,2151300979.7741
2669,0,2152107012.363
2670,1,2152913044.9519
2671,0,2153719077.5408
2672,0,2154525110.1296997
2673,0,2155331142.7186
2674,0,2156137175.3075
2675,0,2156943207.8964
2676,0,2157749240.4853
2677,0,2158555273.0742
2678,0,2159361305.6631
2679,0,2160167338.252
2680,0,2160973370.8409
2681,0,2161779403.4298
2682,0,2162585436.0187
2683,0,2163391468.6075997
2684,0,2164197501.1965
2685,0,2165003533.7854
2686,0,2165809566.3743
2687,0,2166615598.9632
2688,0,2167421631.5520997
2689,0,2168227664.141
2690,0,2169033696.7299
2691,0,2169839729.3188
2692,0,2170645761.9077
2693,0,2171451794.4966
2694,0,2172257827.0855
2695,0,2173063859.6744
2696,0,2173869892.2633
2697,0,2174675924.8522
2698,0,2175481957.4411
2699,0,2176287990.0299997
2700,0,2177094022.6189
2701,0,2177900055.2078
2702,0,2178706087.7967
2703,0,2179512120.3856
2704,0,2180318152.9744997
2705,0,2181124185.5634
2706,0,2181930218.1523
2707,0,2182736250.7412
2708,0,2183542283.3301
2709,0,2184348315.919
2710,0,2185154348.5078998
2711,0,2185960381.0968
2712,0,2186766413.6857
2713,0,2187572446.2746
2714,0,2188378478.8635
2715,0,2189184511.4523997
2716,0,2189990544.0413
2717,0,2190796576.6302
2718,0,2191602609.2191
2719,0,2192408641.808
2720,0,2193214674.3968997
2721,0,2194020706.9858
2722,0,2194826739.5747
2723,0,2195632772.1636
2724,0,2196438804.7525
2725,0,2197244837.3414
2726,0,2198050869.9302998
2727,0,2198856902.5192
2728,0,2199662935.1081
2729,0,2200468967.697
2730,0,2201275000.2859
2731,0,2202081032.8747997
2732,0,2202887065.4637
2733,0,2203693098.0526
2734,0,2204499130.6415
2735,0,2205305163.2304
2736,0,2206111195.8192997
2737,0,2206917228.4082
2738,0,2207723260.9971
2739,0,2208529293.586
2740,0,2209335326.1749
2741,0,2210141358.7638
2742,0,2210947391.3526998
2743,0,2211753423.9416
2744,0,2212559456.5305
2745,0,2213365489.1194
2746,0,2214171521.7083
2747,0,2214977554.2971997
2748,0,2215783586.8861
2749,0,2216589619.475
2750,0,2217395652.0639
2751,0,2218201684.6528
2752,0,2219007717.2416997
2753,0,2219813749.8306
2754,0,2220619782.4195
2755,0,2221425815.0084
2756,0,2222231847.5973
2757,0,2223037880.1862
2758,0,2223843912.7750998
2759,0,2224649945.364
2760,0,2225455977.9529
2761,0,2226262010.5418
2762,0,2227068043.1307
2763,0,2227874075.7195997
2764,0,2228680108.3085
2765,0,2229486140.8974
2766,0,2230292173.4863
2767,0,2231098206.0752
2768,0,2231904238.6640997
2769,0,2232710271.253
2770,0,2233516303.8419
2771,0,2234322336.4308
2772,0,2235128369.0197
2773,0,2235934401.6086
2774,0,2236740434.1974998
2775,0,2237546466.7864
2776,0,2238352499.3753
2777,0,2239158531.9642
2778,0,2239964564.5531
2779,0,2240770597.1419997
2780,0,2241576629.7309
2781,0,2242382662.3198
2782,0,2243188694.9087
2783,0,2243994727.4976
2784,0,2244800760.0864997
2785,0,2245606792.6754
2786,0,2246412825.2643
2787,0,2247218857.8532
2788,0,2248024890.4421
2789,0,2248830923.031
2790,0,2249636955.6198997
2791,0,2250442988.2088
2792,0,2251249020.7977
2793,0,2252055053.3866
2794,0,2252861085.9755
2795,0,2253667118.5643997
2796,0,2254473151.1533
2797,0,2255279183.7422
2798,0,2256085216.3311
2799,0,2256891248.92
2800,0,2257697281.5088997
2801,0,2258503314.0978
2802,1,2259309346.6867
2803,0,2260115379.2756
2804,0,2260921411.8645
2805,0,2261727444.4534
2806,0,2262533477.0422997
2807,0,2263339509.6312
2808,0,2264145542.2201
2809,0,2264951574.809
2810,0,2265757607.3979
2811,0,2266563639.9867997
2812,0,2267369672.5757
2813,0,2268175705.1646
2814,0,2268981737.7535
2815,0,2269787770.3424
2816,0,2270593802.9313
2817,0,2271399835.5202
2818,0,2272205868.1091
2819,0,2273011900.698
2820,0,2273817933.2869
2821,0,2274623965.8758
2822,0,2275429998.4646997
2823,0,2276236031.0536
2824,0,2277042063.6425
2825,0,2277848096.2314
2826,0,2278654128.8203
2827,0,2279460161.4091997
2828,0,2280266193.9981
2829,0,2281072226.587
2830,0,2281878259.1759
2831,0,2282684291.7648
2832,0,2283490324.3537
2833,0,2284296356.9426
2834,0,2285102389.5315
2835,0,2285908422.1204
2836,0,2286714454.7093
2837,0,2287520487.2982
2838,0,2288326519.8870997
2839,0,2289132552.476
2840,0,2289938585.0649
2841,0,2290744617.6538
2842,0,2291550650.2427
2843,0,2292356682.8315997
2844,0,2293162715.4205
2845,0,2293968748.0094
2846,1,2294774780.5983
2847,0,2295580813.1872
2848,0,2296386845.7761
2849,0,2297192878.365
2850,0,2297998910.9539
2851,0,2298804943.5428
2852,0,2299610976.1317
2853,0,2300417008.7206
2854,0,2301223041.3094997
2855,0,2302029073.8984
2856,0,2302835106.4873
2857,0,2303641139.0762
2858,0,2304447171.6651
2859,0,2305253204.2539997
2860,0,2306059236.8429
2861,0,2306865269.4318
2862,0,2307671302.0207
2863,0,2308477334.6096
2864,0,2309283367.1985
2865,0,2310089399.7874
2866,0,2310895432.3763
2867,0,2311701464.9652
2868,0,2312507497.5541
2869,0,2313313530.143
2870,0,2314119562.7318997
2871,0,2314925595.3208
2872,0,2315731627.9097
2873,0,2316537660.4986
2874,0,2317343693.0875
2875,0,2318149725.6763997
2876,0,2318955758.2653
2877,0,2319761790.8542
2878,0,2320567823.4431
2879,0,2321373856.032
2880,0,2322179888.6209
2881,0,2322985921.2098
2882,0,2323791953.7987
2883,0,2324597986.3876
2884,0,2325404018.9765
2885,0,2326210051.5654
2886,0,2327016084.1542997
2887,0,2327822116.7432
2888,0,2328628149.3321
2889,0,2329434181.921
2890,0,2330240214.5099
2891,0,2331046247.0987997
2892,0,2331852279.6877
2893,0,2332658312.2766
2894,0,2333464344.8655
2895,0,2334270377.4544
2896,0,2335076410.0433
2897,0,2335882442.6322
2898,0,2336688475.2211
2899,0,2337494507.81
2900,0,2338300540.3989
2901,0,2339106572.9878
2902,0,2339912605.5766997
2903,0,2340718638.1656
2904,0,2341524670.7545
2905,0,2342330703.3434
2906,0,2343136735.9323
2907,0,2343942768.5211997
2908,0,2344748801.1101
2909,0,2345554833.699
2910,0,2346360866.2879
2911,0,2347166898.8768
2912,0,2347972931.4657
2913,0,2348778964.0546
2914,0,2349584996.6435
2915,0,2350391029.2324
2916,0,2351197061.8213
2917,0,2352003094.4102
2918,0,2352809126.9990997
2919,0,2353615159.588
2920,0,2354421192.1769
2921,0,2355227224.7658
2922,0,2356033257.3547
2923,0,2356839289.9435997
2924,0,2357645322.5325
2925,0,2358451355.1214
2926,0,2359257387.7103
2927,0,2360063420.2992
2928,0,2360869452.8881
2929,0,2361675485.4769998
2930,0,2362481518.0659
2931,0,2363287550.6548
2932,0,2364093583.2437
2933,0,2364899615.8326
2934,0,2365705648.4214997
2935,0,2366511681.0104
2936,0,2367317713.5993
2937,0,2368123746.1882
2938,0,2368929778.7771
2939,0,2369735811.3659997
2940,0,2370541843.9549
2941,0,2371347876.5438
2942,0,2372153909.1327
2943,0,2372959941.7216
2944,0,2373765974.3105
2945,0,2374572006.8993998
2946,0,2375378039.4883
2947,0,2376184072.0772
2948,0,2376990104.6661
2949,0,2377796137.255
2950,0,2378602169.8438997
2951,0,2379408202.4328
2952,1,2380214235.0217
2953,0,2381020267.6106
2954,0,2381826300.1995
2955,0,2382632332.7883997
2956,0,2383438365.3773
2957,0,2384244397.9662
2958,0,2385050430.5551
2959,0,2385856463.144
2960,0,2386662495.7329
2961,0,2387468528.3217998
2962,0,2388274560.9107
2963,0,2389080593.4996
2964,0,2389886626.0885
2965,0,2390692658.6774
2966,0,2391498691.2662997
2967,0,2392304723.8552
2968,0,2393110756.4441
2969,0,2393916789.033
2970,0,2394722821.6219
2971,0,2395528854.2107997
2972,0,2396334886.7997
2973,0,2397140919.3886
2974,0,2397946951.9775
2975,0,2398752984.5664
2976,0,2399559017.1553
2977,0,2400365049.7441998
2978,0,2401171082.3331
2979,0,2401977114.922
2980,0,2402783147.5109
2981,0,2403589180.0998
2982,0,2404395212.6886997
2983,0,2405201245.2776
2984,1,2406007277.8665
2985,0,2406813310.4554
2986,0,2407619343.0443
2987,0,2408425375.6331997
2988,0,2409231408.2221
2989,0,2410037440.811
2990,0,2410843473.3999
2991,0,2411649505.9888
2992,0,2412455538.5777
2993,0,2413261571.1665998
2994,0,2414067603.7555
2995,0,2414873636.3444
2996,0,2415679668.9333
2997,0,2416485701.5222
2998,0,2417291734.1110997
2999,0,2418097766.7
3000,0,2418903799.2889
3001,0,2419709831.8778
3002,0,2420515864.4667
3003,0,2421321897.0555997
3004,0,2422127929.6445
3005,0,2422933962.2334
3006,0,2423739994.8223
3007,0,2424546027.4112
3008,0,2425352060.0001
3009,0,2426158092.5889997
3010,0,2426964125.1779
3011,0,2427770157.7668
3012,0,2428576190.3557
3013,0,2429382222.9446
3014,0,2430188255.5334997
3015,0,2430994288.1224
3016,0,2431800320.7113
3017,0,2432606353.3002
3018,0,2433412385.8891
3019,0,2434218418.4779997
3020,0,2435024451.0669
3021,0,2435830483.6558
3022,0,2436636516.2447
3023,0,2437442548.8336
3024,0,2438248581.4225
3025,0,2439054614.0113997
3026,0,2439860646.6003
3027,0,2440666679.1892
3028,0,2441472711.7781
3029,0,2442278744.367
3030,0,2443084776.9558997
3031,0,2443890809.5448
3032,0,2444696842.1337
3033,0,2445502874.7226
3034,0,2446308907.3115
3035,0,2447114939.9003997
3036,0,2447920972.4893
3037,0,2448727005.0782
3038,0,2449533037.6671
3039,0,2450339070.256
3040,0,2451145102.8449
3041,0,2451951135.4337997
3042,0,2452757168.0227
3043,0,2453563200.6116
3044,0,2454369233.2005
3045,0,2455175265.7894
3046,0,2455981298.3782997
3047,0,2456787330.9672
3048,0,2457593363.5561
3049,0,2458399396.145
3050,0,2459205428.7339
3051,0,2460011461.3227997
3052,0,2460817493.9117
3053,0,2461623526.5006
3054,0,2462429559.0895
3055,0,2463235591.6784
3056,0,2464041624.2673
3057,0,2464847656.8561997
3058,0,2465653689.4451
3059,0,2466459722.034
3060,0,2467265754.6229
3061,0,2468071787.2118
3062,0,2468877819.8006997
3063,0,2469683852.3896
3064,0,2470489884.9785
3065,0,2471295917.5674
3066,0,2472101950.1563
3067,0,2472907982.7451997
3068,0,2473714015.3341
3069,0,2474520047.923
3070,0,2475326080.5119
3071,0,2476132113.1008
3072,0,2476938145.6897
3073,0,2477744178.2785997
3074,0,2478550210.8675
3075,0,2479356243.4564
3076,0,2480162276.0453
3077,0,2480968308.6342
3078,0,2481774341.2230997
3079,0,2482580373.812
3080,0,2483386406.4009
3081,0,2484192438.9898
3082,0,2484998471.5787
3083,0,2485804504.1676
3084,0,2486610536.7565
3085,0,2487416569.3454
3086,0,2488222601.9343
3087,0,2489028634.5232
3088,0,2489834667.1121
3089,0,2490640699.7009997
3090,1,2491446732.2899
3091,0,2492252764.8788
3092,0,2493058797.4677
3093,0,2493864830.0566
3094,0,2494670862.6454997
3095,0,2495476895.2344
3096,0,2496282927.8233
3097,0,2497088960.4122
3098,0,2497894993.0011
3099,0,2498701025.59
3100,0,2499507058.1789
3101,0,2500313090.7678
3102,0,2501119123.3567
3103,0,2501925155.9456
3104,0,2502731188.5345
3105,0,2503537221.1233997
3106,0,2504343253.7123
3107,0,2505149286.3012
3108,0,2505955318.8901
3109,0,2506761351.479
3110,0,2507567384.0678997
3111,0,2508373416.6568
3112,0,2509179449.2457
3113,0,2509985481.8346
3114,0,2510791514.4235
3115,0,2511597547.0124
3116,0,2512403579.6013
3117,0,2513209612.1902
3118,0,2514015644.7791
3119,0,2514821677.368
3120,0,2515627709.9569
3121,0,2516433742.5457997
3122,0,2517239775.1347
3123,0,2518045807.7236
3124,0,2518851840.3125
3125,0,2519657872.9014
3126,0,2520463905.4902997
3127,0,2521269938.0792
3128,0,2522075970.6681
3129,0,2522882003.257
3130,0,2523688035.8459
3131,0,2524494068.4348
3132,0,2525300101.0236998
3133,0,2526106133.6126
3134,0,2526912166.2015
3135,1,2527718198.7904
3136,0,2528524231.3793
3137,0,2529330263.9681997
3138,0,2530136296.5571
3139,0,2530942329.146
3140,0,2531748361.7349
3141,0,2532554394.3238
3142,0,2533360426.9126997
3143,0,2534166459.5016
3144,0,2534972492.0905
3145,0,2535778524.6794
3146,0,2536584557.2683
3147,0,2537390589.8572
3148,0,2538196622.4460998
3149,0,2539002655.035
3150,0,2539808687.6239
3151,0,2540614720.2128
3152,0,2541420752.8017
3153,0,2542226785.3905997
3154,0,2543032817.9795
3155,0,2543838850.5684
3156,0,2544644883.1573
3157,0,2545450915.7462
3158,0,2546256948.3350997
3159,0,2547062980.924
3160,0,2547869013.5129
3161,0,2548675046.1018
3162,0,2549481078.6907
3163,0,2550287111.2796
3164,0,2551093143.8684998
3165,0,2551899176.4574
3166,0,2552705209.0463
3167,0,2553511241.6352
3168,0,2554317274.2241
3169,0,2555123306.8129997
3170,0,2555929339.4019
3171,0,2556735371.9908
3172,0,2557541404.5797
3173,0,2558347437.1686
3174,0,2559153469.7574997
3175,0,2559959502.3464
3176,0,2560765534.9353
3177,0,2561571567.5242
3178,0,2562377600.1131
3179,0,2563183632.702
3180,0,2563989665.2908998
3181,0,2564795697.8798
3182,0,2565601730.4687
3183,0,2566407763.0576
3184,0,2567213795.6465
3185,0,2568019828.2353997
3186,0,2568825860.8243
3187,0,2569631893.4132
3188,0,2570437926.0021
3189,0,2571243958.591
3190,0,2572049991.1798997
3191,0,2572856023.7688
3192,0,2573662056.3577
3193,0,2574468088.9466
3194,0,2575274121.5355
3195,0,2576080154.1244
3196,0,2576886186.7132998
3197,0,2577692219.3022
3198,0,2578498251.8911
3199,0,2579304284.48
3200,0,2580110317.0689
3201,0,2580916349.6577997
3202,0,2581722382.2467
3203,0,2582528414.8356
3204,0,2583334447.4245
3205,0,2584140480.0134
3206,0,2584946512.6022997
3207,0,2585752545.1912
3208,0,2586558577.7801
3209,0,2587364610.369
3210,0,2588170642.9579
3211,0,2588976675.5468
3212,0,2589782708.1356997
3213,0,2590588740.7246
3214,0,2591394773.3135
3215,0,2592200805.9024
3216,0,2593006838.4913
3217,0,2593812871.0801997
3218,0,2594618903.6691
3219,0,2595424936.258
3220,0,2596230968.8469
3221,0,2597037001.4358
3222,0,2597843034.0246997
3223,0,2598649066.6136
3224,0,2599455099.2025
3225,0,2600261131.7914
3226,0,2601067164.3803
3227,0,2601873196.9692
3228,0,2602679229.5580997
3229,0,2603485262.147
3230,0,2604291294.7359
3231,0,2605097327.3248
3232,0,2605903359.9137
3233,0,2606709392.5025997
3234,0,2607515425.0915
3235,0,2608321457.6804
3236,0,2609127490.2693
3237,0,2609933522.8582
3238,0,2610739555.4470997
3239,0,2611545588.036
3240,0,2612351620.6249
3241,0,2613157653.2138
3242,0,2613963685.8027
3243,0,2614769718.3916
3244,0,2615575750.9804997
3245,0,2616381783.5694
3246,0,2617187816.1583
3247,0,2617993848.7472
3248,0,2618799881.3361
3249,0,2619605913.9249997
3250,0,2620411946.5139
3251,0,2621217979.1028
3252,0,2622024011.6917
3253,0,2622830044.2806
3254,0,2623636076.8694997
3255,0,2624442109.4584
3256,0,2625248142.0473
3257,0,2626054174.6362
3258,0,2626860207.2251
3259,0,2627666239.814
3260,0,2628472272.4028997
3261,0,2629278304.9918
3262,0,2630084337.5807
3263,0,2630890370.1696
3264,0,2631696402.7585
3265,0,2632502435.3473997
3266,0,2633308467.9363
3267,0,2634114500.5252
3268,0,2634920533.1141
3269,0,2635726565.703
3270,0,2636532598.2918997
3271,0,2637338630.8808
3272,0,2638144663.4697
3273,0,2638950696.0586
3274,0,2639756728.6475
3275,0,2640562761.2364
3276,0,2641368793.8252997
3277,0,2642174826.4142
3278,0,2642980859.0031
3279,0,2643786891.592
3280,0,2644592924.1809
3281,0,2645398956.7697997
3282,0,2646204989.3587
3283,0,2647011021.9476
3284,0,2647817054.5365
3285,0,2648623087.1254
3286,0,2649429119.7142997
3287,0,2650235152.3032
3288,0,2651041184.8921
3289,0,2651847217.481
3290,0,2652653250.0699
3291,0,2653459282.6588
3292,0,2654265315.2476997
3293,0,2655071347.8366
3294,0,2655877380.4255
3295,0,2656683413.0144
3296,0,2657489445.6033
3297,0,2658295478.1921997
3298,0,2659101510.7811
3299,0,2659907543.37
3300,0,2660713575.9589
3301,0,2661519608.5478
3302,0,2662325641.1366997
3303,0,2663131673.7256
3304,0,2663937706.3145
3305,0,2664743738.9034
3306,0,2665549771.4923
3307,1,2666355804.0812
3308,0,2667161836.6700997
3309,0,2667967869.259
3310,0,2668773901.8479
3311,0,2669579934.4368
3312,0,2670385967.0257
3313,0,2671191999.6145997
3314,0,2671998032.2035
3315,0,2672804064.7924
3316,0,2673610097.3813
3317,0,2674416129.9702
3318,0,2675222162.5590997
3319,0,2676028195.148
3320,0,2676834227.7369
3321,0,2677640260.3258
3322,0,2678446292.9147
3323,0,2679252325.5036
3324,0,2680058358.0924997
3325,0,2680864390.6814
3326,0,2681670423.2703
3327,0,2682476455.8592
3328,0,2683282488.4481
3329,0,2684088521.0369997
3330,0,2684894553.6259
3331,1,2685700586.2148
3332,0,2686506618.8037
3333,0,2687312651.3926
3334,0,2688118683.9815
3335,0,2688924716.5703998
3336,0,2689730749.1593
3337,0,2690536781.7482
3338,0,2691342814.3371
3339,0,2692148846.926
3340,0,2692954879.5148997
3341,0,2693760912.1038
3342,0,2694566944.6927
3343,0,2695372977.2816
3344,0,2696179009.8705
3345,0,2696985042.4593997
3346,0,2697791075.0483
3347,0,2698597107.6372
3348,0,2699403140.2261
3349,0,2700209172.815
3350,0,2701015205.4039
3351,0,2701821237.9927998
3352,0,2702627270.5817
3353,0,2703433303.1706
3354,0,2704239335.7595
3355,0,2705045368.3484
3356,0,2705851400.9372997
3357,0,2706657433.5262
3358,0,2707463466.1151
3359,0,2708269498.704
3360,0,2709075531.2929
3361,0,2709881563.8817997
3362,0,2710687596.4707
3363,0,2711493629.0596
3364,0,2712299661.6485
3365,0,2713105694.2374
3366,0,2713911726.8263
3367,0,2714717759.4151998
3368,0,2715523792.0041
3369,0,2716329824.593
3370,0,2717135857.1819
3371,0,2717941889.7708
3372,0,2718747922.3596997
3373,0,2719553954.9486
3374,0,2720359987.5375
3375,0,2721166020.1264
3376,0,2721972052.7153
3377,0,2722778085.3041997
3378,0,2723584117.8931
3379,0,2724390150.482
3380,0,2725196183.0709
3381,0,2726002215.6598
3382,0,2726808248.2487
3383,0,2727614280.8375998
3384,0,2728420313.4265
3385,0,2729226346.0154
3386,0,2730032378.6043
3387,0,2730838411.1932
3388,0,2731644443.7820997
3389,0,2732450476.371
3390,0,2733256508.9599
3391,1,2734062541.5488
3392,0,2734868574.1377
3393,0,2735674606.7265997
3394,0,2736480639.3155
3395,0,2737286671.9044
3396,0,2738092704.4933
3397,0,2738898737.0822
3398,0,2739704769.6711
