,centile_count,centile
367,0,296619992.7152
368,1,297426025.3041
369,2,298232057.893
370,0,299038090.4819
371,2,299844123.0708
372,2,300650155.6597
373,1,301456188.2486
374,2,302262220.8375
375,2,303068253.4264
376,1,303874286.0153
377,2,304680318.6042
378,0,305486351.1931
379,6,306292383.782
380,1,307098416.3709
381,3,307904448.9598
382,1,308710481.5487
383,1,309516514.1376
384,0,310322546.7265
385,1,311128579.3154
386,1,311934611.9043
387,2,312740644.4932
388,1,313546677.0821
389,2,314352709.671
390,2,315158742.2599
391,2,315964774.8488
392,1,316770807.4377
393,0,317576840.0266
394,1,318382872.6155
395,0,319188905.2044
396,1,319994937.7933
397,0,320800970.3822
398,1,321607002.9711
399,0,322413035.56
400,1,323219068.1489
401,2,324025100.7378
402,1,324831133.3267
403,0,325637165.9156
404,0,326443198.5045
405,2,327249231.0934
406,0,328055263.6823
407,1,328861296.2712
408,2,329667328.8601
409,2,330473361.449
410,3,331279394.0379
411,1,332085426.6268
412,1,332891459.2157
413,2,333697491.8046
414,1,334503524.3935
415,0,335309556.9824
416,1,336115589.57129997
417,1,336921622.1602
418,5,337727654.74909997
419,2,338533687.338
420,0,339339719.92689997
421,0,340145752.5158
422,0,340951785.10469997
423,0,341757817.6936
424,1,342563850.28249997
425,2,343369882.8714
426,1,344175915.46029997
427,1,344981948.0492
428,0,345787980.63809997
429,2,346594013.227
430,0,347400045.81589997
431,0,348206078.4048
432,0,349012110.99369997
433,0,349818143.5826
434,1,350624176.17149997
435,2,351430208.7604
436,1,352236241.34929997
437,1,353042273.9382
438,0,353848306.52709997
439,0,354654339.116
440,2,355460371.70489997
441,1,356266404.2938
442,2,357072436.88269997
443,0,357878469.4716
444,1,358684502.06049997
445,0,359490534.6494
446,1,360296567.23829997
447,0,361102599.8272
448,0,361908632.41609997
449,2,362714665.005
450,0,363520697.59389997
451,2,364326730.1828
452,2,365132762.77169997
453,1,365938795.3606
454,1,366744827.94949996
455,0,367550860.5384
456,1,368356893.12729996
457,0,369162925.7162
458,1,369968958.30509996
459,1,370774990.894
460,2,371581023.48289996
461,1,372387056.0718
462,1,373193088.66069996
463,1,373999121.2496
464,2,374805153.83849996
465,1,375611186.4274
466,2,376417219.01629996
467,0,377223251.6052
468,0,378029284.19409996
469,1,378835316.783
470,2,379641349.37189996
471,0,380447381.9608
472,0,381253414.54969996
473,0,382059447.1386
474,1,382865479.72749996
475,1,383671512.3164
476,0,384477544.90529996
477,1,385283577.4942
478,1,386089610.08309996
479,2,386895642.672
480,0,387701675.26089996
481,0,388507707.8498
482,1,389313740.43869996
483,1,390119773.0276
484,0,390925805.61649996
485,0,391731838.2054
486,1,392537870.79429996
487,1,393343903.3832
488,0,394149935.97209996
489,0,394955968.561
490,1,395762001.14989996
491,0,396568033.7388
492,3,397374066.32769996
493,0,398180098.9166
494,1,398986131.50549996
495,0,399792164.0944
496,0,400598196.68329996
497,0,401404229.2722
498,0,402210261.86109996
499,1,403016294.45
500,1,403822327.03889996
501,0,404628359.6278
502,0,405434392.21669996
503,1,406240424.8056
504,2,407046457.39449996
505,0,407852489.9834
506,0,408658522.57229996
507,1,409464555.1612
508,1,410270587.75009996
509,0,411076620.339
510,0,411882652.92789996
511,1,412688685.5168
512,1,413494718.1057
513,2,414300750.6946
514,1,415106783.2835
515,0,415912815.8724
516,0,416718848.4613
517,0,417524881.0502
518,0,418330913.6391
519,0,419136946.228
520,2,419942978.8169
521,1,420749011.4058
522,1,421555043.9947
523,0,422361076.5836
524,1,423167109.1725
525,2,423973141.7614
526,0,424779174.3503
527,0,425585206.9392
528,0,426391239.5281
529,0,427197272.117
530,1,428003304.7059
531,0,428809337.2948
532,1,429615369.8837
533,0,430421402.4726
534,2,431227435.0615
535,0,432033467.6504
536,0,432839500.2393
537,1,433645532.8282
538,0,434451565.4171
539,1,435257598.006
540,1,436063630.5949
541,0,436869663.1838
542,0,437675695.7727
543,2,438481728.3616
544,0,439287760.9505
545,1,440093793.5394
546,0,440899826.1283
547,0,441705858.7172
548,0,442511891.3061
549,0,443317923.895
550,1,444123956.4839
551,1,444929989.0728
552,1,445736021.6617
553,0,446542054.2506
554,2,447348086.8395
555,1,448154119.4284
556,1,448960152.0173
557,0,449766184.6062
558,1,450572217.1951
559,1,451378249.784
560,1,452184282.3729
561,1,452990314.9618
562,1,453796347.5507
563,1,454602380.1396
564,0,455408412.7285
565,0,456214445.3174
566,0,457020477.9063
567,0,457826510.4952
568,1,458632543.0841
569,0,459438575.673
570,0,460244608.2619
571,0,461050640.8508
572,0,461856673.4397
573,1,462662706.0286
574,1,463468738.6175
575,2,464274771.2064
576,0,465080803.7953
577,1,465886836.3842
578,0,466692868.9731
579,0,467498901.562
580,0,468304934.1509
581,1,469110966.7398
582,0,469916999.3287
583,0,470723031.9176
584,0,471529064.5065
585,0,472335097.0954
586,0,473141129.6843
587,0,473947162.2732
588,0,474753194.8621
589,0,475559227.451
590,0,476365260.0399
591,1,477171292.6288
592,4,477977325.2177
593,0,478783357.8066
594,0,479589390.3955
595,1,480395422.9844
596,0,481201455.5733
597,0,482007488.1622
598,2,482813520.7511
599,0,483619553.34
600,0,484425585.9289
601,0,485231618.5178
602,2,486037651.1067
603,1,486843683.6956
604,0,487649716.2845
605,1,488455748.8734
606,0,489261781.4623
607,0,490067814.0512
608,0,490873846.6401
609,0,491679879.229
610,0,492485911.8179
611,2,493291944.4068
612,0,494097976.9957
613,0,494904009.5846
614,0,495710042.1735
615,1,496516074.7624
616,0,497322107.3513
617,1,498128139.9402
618,0,498934172.5291
619,1,499740205.118
620,1,500546237.7069
621,0,501352270.2958
622,0,502158302.8847
623,1,502964335.4736
624,2,503770368.0625
625,0,504576400.65139997
626,0,505382433.2403
627,0,506188465.82919997
628,0,506994498.4181
629,0,507800531.00699997
630,0,508606563.5959
631,0,509412596.18479997
632,0,510218628.7737
633,0,511024661.36259997
634,0,511830693.9515
635,1,512636726.54039997
636,1,513442759.1293
637,0,514248791.71819997
638,2,515054824.3071
639,0,515860856.89599997
640,2,516666889.4849
641,0,517472922.07379997
642,0,518278954.6627
643,0,519084987.25159997
644,0,519891019.8405
645,0,520697052.42939997
646,0,521503085.0183
647,0,522309117.60719997
648,0,523115150.1961
649,2,523921182.78499997
650,0,524727215.3739
651,1,525533247.96279997
652,0,526339280.5517
653,0,527145313.14059997
654,0,527951345.7295
655,0,528757378.31839997
656,2,529563410.9073
657,0,530369443.49619997
658,1,531175476.0851
659,0,531981508.67399997
660,1,532787541.2629
661,1,533593573.85179996
662,0,534399606.4407
663,1,535205639.02959996
664,0,536011671.6185
665,0,536817704.20739996
666,0,537623736.7962999
667,0,538429769.3852
668,0,539235801.9741
669,0,540041834.563
670,0,540847867.1518999
671,0,541653899.7408
672,0,542459932.3297
673,0,543265964.9186
674,0,544071997.5074999
675,0,544878030.0964
676,1,545684062.6853
677,1,546490095.2742
678,0,547296127.8630999
679,0,548102160.452
680,0,548908193.0409
681,0,549714225.6298
682,1,550520258.2186999
683,1,551326290.8076
684,0,552132323.3965
685,0,552938355.9854
686,0,553744388.5742999
687,0,554550421.1632
688,1,555356453.7521
689,0,556162486.341
690,0,556968518.9298999
691,0,557774551.5188
692,0,558580584.1077
693,1,559386616.6966
694,1,560192649.2854999
695,0,560998681.8744
696,0,561804714.4633
697,1,562610747.0522
698,2,563416779.6410999
699,0,564222812.23
700,0,565028844.8189
701,0,565834877.4078
702,0,566640909.9966999
703,0,567446942.5856
704,0,568252975.1745
705,0,569059007.7634
706,0,569865040.3522999
707,1,570671072.9412
708,0,571477105.5301
709,0,572283138.119
710,0,573089170.7078999
711,0,573895203.2968
712,1,574701235.8857
713,2,575507268.4746
714,1,576313301.0634999
715,0,577119333.6524
716,0,577925366.2413
717,0,578731398.8302
718,0,579537431.4190999
719,0,580343464.008
720,0,581149496.5969
721,0,581955529.1858
722,0,582761561.7746999
723,0,583567594.3636
724,0,584373626.9525
725,0,585179659.5414
726,0,585985692.1302999
727,0,586791724.7192
728,2,587597757.3081
729,0,588403789.897
730,0,589209822.4858999
731,0,590015855.0748
732,0,590821887.6637
733,0,591627920.2526
734,0,592433952.8414999
735,0,593239985.4304
736,0,594046018.0193
737,0,594852050.6082
738,0,595658083.1970999
739,0,596464115.786
740,0,597270148.3749
741,0,598076180.9638
742,1,598882213.5526999
743,1,599688246.1416
744,0,600494278.7305
745,0,601300311.3194
746,1,602106343.9082999
747,0,602912376.4972
748,1,603718409.0861
749,0,604524441.675
750,2,605330474.2638999
751,0,606136506.8528
752,0,606942539.4417
753,0,607748572.0306
754,0,608554604.6194999
755,0,609360637.2084
756,0,610166669.7973
757,0,610972702.3862
758,1,611778734.9750999
759,0,612584767.564
760,0,613390800.1529
761,0,614196832.7418
762,1,615002865.3306999
763,0,615808897.9196
764,1,616614930.5085
765,0,617420963.0974
766,0,618226995.6862999
767,1,619033028.2752
768,0,619839060.8641
769,0,620645093.453
770,0,621451126.0419
771,1,622257158.6308
772,0,623063191.2197
773,1,623869223.8086
774,0,624675256.3975
775,0,625481288.9864
776,1,626287321.5753
777,1,627093354.1642
778,0,627899386.7531
779,0,628705419.342
780,0,629511451.9309
781,0,630317484.5198
782,0,631123517.1087
783,1,631929549.6976
784,0,632735582.2865
785,0,633541614.8754
786,0,634347647.4643
787,1,635153680.0532
788,0,635959712.6421
789,1,636765745.231
790,0,637571777.8199
791,0,638377810.4088
792,0,639183842.9977
793,0,639989875.5866
794,0,640795908.1755
795,1,641601940.7644
796,0,642407973.3533
797,0,643214005.9422
798,0,644020038.5311
799,1,644826071.12
800,0,645632103.7089
801,0,646438136.2978
802,1,647244168.8867
803,0,648050201.4756
804,0,648856234.0645
805,0,649662266.6534
806,1,650468299.2423
807,0,651274331.8312
808,0,652080364.4201
809,0,652886397.009
810,0,653692429.5979
811,0,654498462.1868
812,0,655304494.7757
813,0,656110527.3646
814,0,656916559.9535
815,0,657722592.5424
816,0,658528625.1313
817,0,659334657.7202
818,0,660140690.3091
819,0,660946722.898
820,1,661752755.4869
821,1,662558788.0758
822,0,663364820.6647
823,0,664170853.2536
824,0,664976885.8425
825,0,665782918.4314
826,1,666588951.0203
827,0,667394983.6092
828,0,668201016.1981
829,0,669007048.787
830,0,669813081.3759
831,1,670619113.9648
832,0,671425146.5537
833,0,672231179.1425999
834,0,673037211.7315
835,0,673843244.3204
836,0,674649276.9093
837,0,675455309.4981999
838,0,676261342.0871
839,0,677067374.676
840,0,677873407.2649
841,0,678679439.8537999
842,0,679485472.4427
843,1,680291505.0316
844,1,681097537.6205
845,0,681903570.2093999
846,0,682709602.7983
847,0,683515635.3872
848,0,684321667.9761
849,0,685127700.5649999
850,2,685933733.1539
851,1,686739765.7428
852,1,687545798.3317
853,0,688351830.9205999
854,0,689157863.5095
855,0,689963896.0984
856,0,690769928.6873
857,0,691575961.2761999
858,0,692381993.8651
859,0,693188026.454
860,0,693994059.0429
861,0,694800091.6317999
862,1,695606124.2207
863,1,696412156.8096
864,0,697218189.3985
865,0,698024221.9873999
866,0,698830254.5763
867,0,699636287.1652
868,0,700442319.7541
869,0,701248352.3429999
870,1,702054384.9319
871,0,702860417.5208
872,0,703666450.1097
873,0,704472482.6985999
874,0,705278515.2875
875,0,706084547.8764
876,0,706890580.4653
877,0,707696613.0541999
878,0,708502645.6431
879,0,709308678.232
880,0,710114710.8209
881,0,710920743.4097999
882,0,711726775.9987
883,0,712532808.5876
884,1,713338841.1765
885,1,714144873.7653999
886,0,714950906.3543
887,0,715756938.9432
888,0,716562971.5321
889,0,717369004.1209999
890,0,718175036.7099
891,0,718981069.2988
892,1,719787101.8877
893,0,720593134.4765999
894,2,721399167.0655
895,0,722205199.6544
896,0,723011232.2433
897,0,723817264.8321999
898,0,724623297.4211
899,0,725429330.01
900,0,726235362.5989
901,1,727041395.1877999
902,0,727847427.7767
903,0,728653460.3656
904,0,729459492.9545
905,0,730265525.5433999
906,0,731071558.1323
907,0,731877590.7212
908,1,732683623.3101
909,0,733489655.8989999
910,0,734295688.4879
911,0,735101721.0768
912,0,735907753.6657
913,0,736713786.2545999
914,0,737519818.8435
915,0,738325851.4324
916,0,739131884.0213
917,1,739937916.6101999
918,0,740743949.1991
919,1,741549981.788
920,0,742356014.3769
921,0,743162046.9657999
922,0,743968079.5547
923,0,744774112.1436
924,0,745580144.7325
925,0,746386177.3213999
926,0,747192209.9103
927,1,747998242.4992
928,0,748804275.0881
929,1,749610307.6769999
930,0,750416340.2659
931,0,751222372.8548
932,1,752028405.4437
933,0,752834438.0325999
934,1,753640470.6215
935,0,754446503.2104
936,0,755252535.7993
937,0,756058568.3881999
938,0,756864600.9771
939,0,757670633.566
940,0,758476666.1549
941,0,759282698.7437999
942,0,760088731.3327
943,0,760894763.9216
944,0,761700796.5105
945,0,762506829.0993999
946,0,763312861.6883
947,0,764118894.2772
948,0,764924926.8661
949,0,765730959.4549999
950,0,766536992.0439
951,0,767343024.6328
952,0,768149057.2217
953,0,768955089.8105999
954,0,769761122.3995
955,0,770567154.9884
956,0,771373187.5773
957,0,772179220.1661999
958,0,772985252.7551
959,0,773791285.344
960,1,774597317.9329
961,0,775403350.5217999
962,1,776209383.1107
963,0,777015415.6996
964,0,777821448.2885
965,1,778627480.8773999
966,0,779433513.4663
967,0,780239546.0552
968,0,781045578.6441
969,0,781851611.2329999
970,0,782657643.8219
971,0,783463676.4108
972,1,784269708.9997
973,1,785075741.5885999
974,0,785881774.1775
975,1,786687806.7664
976,0,787493839.3553
977,0,788299871.9441999
978,0,789105904.5331
979,0,789911937.122
980,0,790717969.7109
981,0,791524002.2997999
982,0,792330034.8887
983,0,793136067.4776
984,0,793942100.0665
985,0,794748132.6553999
986,0,795554165.2443
987,0,796360197.8332
988,0,797166230.4221
989,0,797972263.0109999
990,1,798778295.5999
991,0,799584328.1888
992,0,800390360.7777
993,0,801196393.3665999
994,0,802002425.9555
995,1,802808458.5444
996,0,803614491.1333
997,0,804420523.7221999
998,1,805226556.3111
999,0,806032588.9
1000,0,806838621.4889
1001,0,807644654.0777999
1002,1,808450686.6667
1003,1,809256719.2556
1004,0,810062751.8445
1005,0,810868784.4333999
1006,0,811674817.0223
1007,0,812480849.6112
1008,0,813286882.2001
1009,0,814092914.7889999
1010,0,814898947.3779
1011,0,815704979.9668
1012,1,816511012.5557
1013,0,817317045.1445999
1014,1,818123077.7335
1015,0,818929110.3224
1016,0,819735142.9113
1017,0,820541175.5001999
1018,0,821347208.0891
1019,0,822153240.678
1020,0,822959273.2669
1021,0,823765305.8557999
1022,0,824571338.4447
1023,0,825377371.0336
1024,0,826183403.6225
1025,0,826989436.2114
1026,0,827795468.8003
1027,0,828601501.3892
1028,0,829407533.9781
1029,1,830213566.567
1030,0,831019599.1559
1031,0,831825631.7448
1032,0,832631664.3337
1033,1,833437696.9226
1034,0,834243729.5115
1035,1,835049762.1004
1036,0,835855794.6893
1037,0,836661827.2782
1038,0,837467859.8671
1039,0,838273892.456
1040,0,839079925.0449
1041,0,839885957.6338
1042,0,840691990.2227
1043,0,841498022.8116
1044,0,842304055.4004999
1045,0,843110087.9894
1046,0,843916120.5783
1047,0,844722153.1672
1048,0,845528185.7560999
1049,0,846334218.345
1050,0,847140250.9339
1051,0,847946283.5228
1052,0,848752316.1116999
1053,0,849558348.7006
1054,1,850364381.2895
1055,0,851170413.8784
1056,0,851976446.4672999
1057,0,852782479.0562
1058,0,853588511.6451
1059,0,854394544.234
1060,0,855200576.8228999
1061,0,856006609.4118
1062,0,856812642.0007
1063,1,857618674.5896
1064,0,858424707.1784999
1065,1,859230739.7674
1066,0,860036772.3563
1067,0,860842804.9452
1068,0,861648837.5340999
1069,0,862454870.123
1070,0,863260902.7119
1071,1,864066935.3008
1072,0,864872967.8896999
1073,1,865679000.4786
1074,0,866485033.0675
1075,0,867291065.6564
1076,0,868097098.2452999
1077,0,868903130.8342
1078,0,869709163.4231
1079,1,870515196.012
1080,0,871321228.6008999
1081,0,872127261.1898
1082,0,872933293.7787
1083,1,873739326.3676
1084,0,874545358.9564999
1085,0,875351391.5454
1086,0,876157424.1343
1087,0,876963456.7232
1088,0,877769489.3120999
1089,0,878575521.901
1090,0,879381554.4899
1091,0,880187587.0788
1092,1,880993619.6676999
1093,0,881799652.2566
1094,0,882605684.8455
1095,0,883411717.4344
1096,0,884217750.0232999
1097,0,885023782.6122
1098,0,885829815.2011
1099,1,886635847.79
1100,0,887441880.3788999
1101,0,888247912.9678
1102,0,889053945.5567
1103,0,889859978.1456
1104,0,890666010.7344999
1105,0,891472043.3234
1106,0,892278075.9123
1107,0,893084108.5012
1108,1,893890141.0900999
1109,0,894696173.679
1110,1,895502206.2679
1111,0,896308238.8568
1112,0,897114271.4456999
1113,0,897920304.0346
1114,0,898726336.6235
1115,0,899532369.2124
1116,0,900338401.8012999
1117,0,901144434.3902
1118,0,901950466.9791
1119,0,902756499.568
1120,0,903562532.1568999
1121,0,904368564.7458
1122,0,905174597.3347
1123,0,905980629.9236
1124,0,906786662.5124999
1125,0,907592695.1014
1126,0,908398727.6903
1127,0,909204760.2792
1128,0,910010792.8680999
1129,0,910816825.457
1130,0,911622858.0459
1131,0,912428890.6348
1132,0,913234923.2236999
1133,0,914040955.8126
1134,0,914846988.4015
1135,0,915653020.9904
1136,0,916459053.5792999
1137,0,917265086.1682
1138,0,918071118.7571
1139,0,918877151.346
1140,0,919683183.9348999
1141,0,920489216.5238
1142,0,921295249.1127
1143,0,922101281.7016
1144,0,922907314.2904999
1145,0,923713346.8794
1146,0,924519379.4683
1147,1,925325412.0572
1148,1,926131444.6460999
1149,0,926937477.235
1150,1,927743509.8239
1151,0,928549542.4128
1152,0,929355575.0016999
1153,0,930161607.5906
1154,0,930967640.1795
1155,0,931773672.7684
1156,0,932579705.3572999
1157,0,933385737.9462
1158,0,934191770.5351
1159,0,934997803.124
1160,0,935803835.7128999
1161,0,936609868.3018
1162,0,937415900.8907
1163,0,938221933.4796
1164,0,939027966.0684999
1165,0,939833998.6574
1166,3,940640031.2463
1167,0,941446063.8352
1168,0,942252096.4240999
1169,0,943058129.013
1170,0,943864161.6019
1171,0,944670194.1908
1172,0,945476226.7796999
1173,1,946282259.3686
1174,0,947088291.9575
1175,0,947894324.5464
1176,0,948700357.1352999
1177,0,949506389.7242
1178,1,950312422.3131
1179,0,951118454.902
1180,1,951924487.4908999
1181,0,952730520.0798
1182,0,953536552.6687
1183,0,954342585.2576
1184,0,955148617.8464999
1185,0,955954650.4354
1186,0,956760683.0243
1187,0,957566715.6132
1188,0,958372748.2020999
1189,0,959178780.791
1190,0,959984813.3799
1191,0,960790845.9688
1192,0,961596878.5576999
1193,0,962402911.1466
1194,1,963208943.7355
1195,0,964014976.3244
1196,0,964821008.9132999
1197,0,965627041.5022
1198,0,966433074.0911
1199,0,967239106.68
1200,0,968045139.2688999
1201,0,968851171.8578
1202,0,969657204.4467
1203,0,970463237.0356
1204,0,971269269.6244999
1205,0,972075302.2134
1206,0,972881334.8023
1207,0,973687367.3912
1208,0,974493399.9800999
1209,0,975299432.569
1210,0,976105465.1579
1211,0,976911497.7468
1212,0,977717530.3356999
1213,0,978523562.9246
1214,0,979329595.5135
1215,0,980135628.1024
1216,0,980941660.6912999
1217,0,981747693.2802
1218,0,982553725.8691
1219,0,983359758.458
1220,1,984165791.0468999
1221,1,984971823.6358
1222,0,985777856.2247
1223,0,986583888.8136
1224,0,987389921.4024999
1225,0,988195953.9914
1226,0,989001986.5803
1227,0,989808019.1692
1228,0,990614051.7580999
1229,0,991420084.347
1230,0,992226116.9359
1231,0,993032149.5248
1232,0,993838182.1136999
1233,1,994644214.7026
1234,0,995450247.2915
1235,1,996256279.8804
