,weight_2022,citax_2022,Net_Income_2022,weight_ref_2022,citax_ref_2022,Net_Income_ref_2022,weight_ref_2023,citax_ref_2023,Net_Income_ref_2023,weight_ref_2024,citax_ref_2024,Net_Income_ref_2024,weight_ref_2025,citax_ref_2025,Net_Income_ref_2025,weight_ref_2026,citax_ref_2026,Net_Income_ref_2026,weight_ref_2027,citax_ref_2027,Net_Income_ref_2027,weight_ref_2028,citax_ref_2028,Net_Income_ref_2028,weight_ref_2029,citax_ref_2029,Net_Income_ref_2029,weight_ref_2030,citax_ref_2030,Net_Income_ref_2030,ETR,ETR_ref
64,"1,337.0000",53.0000,221.0000,"1,337.0000",53.0000,221.0000,"1,337.0000",53.0000,221.0000,"1,337.0000",53.0000,221.0000,"1,337.0000",53.0000,221.0000,"1,337.0000",53.0000,221.0000,"1,337.0000",53.0000,221.0000,"1,337.0000",53.0000,221.0000,"1,337.0000",53.0000,221.0000,"1,337.0000",53.0000,221.0000,0.2398,0.2398
65,"1,338.0000",55.0000,229.0000,"1,338.0000",55.0000,229.0000,"1,338.0000",55.0000,229.0000,"1,338.0000",55.0000,229.0000,"1,338.0000",55.0000,229.0000,"1,338.0000",55.0000,229.0000,"1,338.0000",55.0000,229.0000,"1,338.0000",55.0000,229.0000,"1,338.0000",55.0000,229.0000,"1,338.0000",55.0000,229.0000,0.2402,0.2402
66,"1,337.0000",58.0000,237.0000,"1,337.0000",58.0000,237.0000,"1,337.0000",58.0000,237.0000,"1,337.0000",58.0000,237.0000,"1,337.0000",58.0000,237.0000,"1,337.0000",58.0000,237.0000,"1,337.0000",58.0000,237.0000,"1,337.0000",58.0000,237.0000,"1,337.0000",58.0000,237.0000,"1,337.0000",58.0000,237.0000,0.2447,0.2447
67,"1,338.0000",61.0000,246.0000,"1,338.0000",61.0000,246.0000,"1,338.0000",61.0000,246.0000,"1,338.0000",61.0000,246.0000,"1,338.0000",61.0000,246.0000,"1,338.0000",61.0000,246.0000,"1,338.0000",61.0000,246.0000,"1,338.0000",61.0000,246.0000,"1,338.0000",61.0000,246.0000,"1,338.0000",61.0000,246.0000,0.2480,0.2480
68,"1,337.0000",64.0000,255.0000,"1,337.0000",64.0000,255.0000,"1,337.0000",64.0000,255.0000,"1,337.0000",64.0000,255.0000,"1,337.0000",64.0000,255.0000,"1,337.0000",64.0000,255.0000,"1,337.0000",64.0000,255.0000,"1,337.0000",64.0000,255.0000,"1,337.0000",64.0000,255.0000,"1,337.0000",64.0000,255.0000,0.2510,0.2510
69,"1,338.0000",68.0000,264.0000,"1,338.0000",68.0000,264.0000,"1,338.0000",68.0000,264.0000,"1,338.0000",68.0000,264.0000,"1,338.0000",68.0000,264.0000,"1,338.0000",68.0000,264.0000,"1,338.0000",68.0000,264.0000,"1,338.0000",68.0000,264.0000,"1,338.0000",68.0000,264.0000,"1,338.0000",68.0000,264.0000,0.2576,0.2576
70,"1,337.0000",70.0000,274.0000,"1,337.0000",70.0000,274.0000,"1,337.0000",70.0000,274.0000,"1,337.0000",70.0000,274.0000,"1,337.0000",70.0000,274.0000,"1,337.0000",70.0000,274.0000,"1,337.0000",70.0000,274.0000,"1,337.0000",70.0000,274.0000,"1,337.0000",70.0000,274.0000,"1,337.0000",70.0000,274.0000,0.2555,0.2555
71,"1,338.0000",74.0000,285.0000,"1,338.0000",74.0000,285.0000,"1,338.0000",74.0000,285.0000,"1,338.0000",74.0000,285.0000,"1,338.0000",74.0000,285.0000,"1,338.0000",74.0000,285.0000,"1,338.0000",74.0000,285.0000,"1,338.0000",74.0000,285.0000,"1,338.0000",74.0000,285.0000,"1,338.0000",74.0000,285.0000,0.2596,0.2596
72,"1,337.0000",78.0000,297.0000,"1,337.0000",78.0000,297.0000,"1,337.0000",78.0000,297.0000,"1,337.0000",78.0000,297.0000,"1,337.0000",78.0000,297.0000,"1,337.0000",78.0000,297.0000,"1,337.0000",78.0000,297.0000,"1,337.0000",78.0000,297.0000,"1,337.0000",78.0000,297.0000,"1,337.0000",78.0000,297.0000,0.2626,0.2626
73,"1,338.0000",83.0000,311.0000,"1,338.0000",83.0000,311.0000,"1,338.0000",83.0000,311.0000,"1,338.0000",83.0000,311.0000,"1,338.0000",83.0000,311.0000,"1,338.0000",83.0000,311.0000,"1,338.0000",83.0000,311.0000,"1,338.0000",83.0000,311.0000,"1,338.0000",83.0000,311.0000,"1,338.0000",83.0000,311.0000,0.2669,0.2669
74,"1,337.0000",88.0000,325.0000,"1,337.0000",88.0000,325.0000,"1,337.0000",88.0000,325.0000,"1,337.0000",88.0000,325.0000,"1,337.0000",88.0000,325.0000,"1,337.0000",88.0000,325.0000,"1,337.0000",88.0000,325.0000,"1,337.0000",88.0000,325.0000,"1,337.0000",88.0000,325.0000,"1,337.0000",88.0000,325.0000,0.2708,0.2708
75,"1,338.0000",94.0000,341.0000,"1,338.0000",94.0000,341.0000,"1,338.0000",94.0000,341.0000,"1,338.0000",94.0000,341.0000,"1,338.0000",94.0000,341.0000,"1,338.0000",94.0000,341.0000,"1,338.0000",94.0000,341.0000,"1,338.0000",94.0000,341.0000,"1,338.0000",94.0000,341.0000,"1,338.0000",94.0000,341.0000,0.2757,0.2757
76,"1,337.0000",99.0000,358.0000,"1,337.0000",99.0000,358.0000,"1,337.0000",99.0000,358.0000,"1,337.0000",99.0000,358.0000,"1,337.0000",99.0000,358.0000,"1,337.0000",99.0000,358.0000,"1,337.0000",99.0000,358.0000,"1,337.0000",99.0000,358.0000,"1,337.0000",99.0000,358.0000,"1,337.0000",99.0000,358.0000,0.2765,0.2765
77,"1,338.0000",106.0000,378.0000,"1,338.0000",106.0000,378.0000,"1,338.0000",106.0000,378.0000,"1,338.0000",106.0000,378.0000,"1,338.0000",106.0000,378.0000,"1,338.0000",106.0000,378.0000,"1,338.0000",106.0000,378.0000,"1,338.0000",106.0000,378.0000,"1,338.0000",106.0000,378.0000,"1,338.0000",106.0000,378.0000,0.2804,0.2804
78,"1,337.0000",112.0000,398.0000,"1,337.0000",112.0000,398.0000,"1,337.0000",112.0000,398.0000,"1,337.0000",112.0000,398.0000,"1,337.0000",112.0000,398.0000,"1,337.0000",112.0000,398.0000,"1,337.0000",112.0000,398.0000,"1,337.0000",112.0000,398.0000,"1,337.0000",112.0000,398.0000,"1,337.0000",112.0000,398.0000,0.2814,0.2814
79,"1,338.0000",121.0000,422.0000,"1,338.0000",121.0000,422.0000,"1,338.0000",121.0000,422.0000,"1,338.0000",121.0000,422.0000,"1,338.0000",121.0000,422.0000,"1,338.0000",121.0000,422.0000,"1,338.0000",121.0000,422.0000,"1,338.0000",121.0000,422.0000,"1,338.0000",121.0000,422.0000,"1,338.0000",121.0000,422.0000,0.2867,0.2867
80,"1,337.0000",130.0000,449.0000,"1,337.0000",130.0000,449.0000,"1,337.0000",130.0000,449.0000,"1,337.0000",130.0000,449.0000,"1,337.0000",130.0000,449.0000,"1,337.0000",130.0000,449.0000,"1,337.0000",130.0000,449.0000,"1,337.0000",130.0000,449.0000,"1,337.0000",130.0000,449.0000,"1,337.0000",130.0000,449.0000,0.2895,0.2895
81,"1,338.0000",141.0000,480.0000,"1,338.0000",141.0000,480.0000,"1,338.0000",141.0000,480.0000,"1,338.0000",141.0000,480.0000,"1,338.0000",141.0000,480.0000,"1,338.0000",141.0000,480.0000,"1,338.0000",141.0000,480.0000,"1,338.0000",141.0000,480.0000,"1,338.0000",141.0000,480.0000,"1,338.0000",141.0000,480.0000,0.2938,0.2938
82,"1,337.0000",153.0000,514.0000,"1,337.0000",153.0000,514.0000,"1,337.0000",153.0000,514.0000,"1,337.0000",153.0000,514.0000,"1,337.0000",153.0000,514.0000,"1,337.0000",153.0000,514.0000,"1,337.0000",153.0000,514.0000,"1,337.0000",153.0000,514.0000,"1,337.0000",153.0000,514.0000,"1,337.0000",153.0000,514.0000,0.2977,0.2977
83,"1,338.0000",166.0000,554.0000,"1,338.0000",166.0000,554.0000,"1,338.0000",166.0000,554.0000,"1,338.0000",166.0000,554.0000,"1,338.0000",166.0000,554.0000,"1,338.0000",166.0000,554.0000,"1,338.0000",166.0000,554.0000,"1,338.0000",166.0000,554.0000,"1,338.0000",166.0000,554.0000,"1,338.0000",166.0000,554.0000,0.2996,0.2996
84,"1,337.0000",180.0000,597.0000,"1,337.0000",180.0000,597.0000,"1,337.0000",180.0000,597.0000,"1,337.0000",180.0000,597.0000,"1,337.0000",180.0000,597.0000,"1,337.0000",180.0000,597.0000,"1,337.0000",180.0000,597.0000,"1,337.0000",180.0000,597.0000,"1,337.0000",180.0000,597.0000,"1,337.0000",180.0000,597.0000,0.3015,0.3015
85,"1,338.0000",199.0000,649.0000,"1,338.0000",199.0000,649.0000,"1,338.0000",199.0000,649.0000,"1,338.0000",199.0000,649.0000,"1,338.0000",199.0000,649.0000,"1,338.0000",199.0000,649.0000,"1,338.0000",199.0000,649.0000,"1,338.0000",199.0000,649.0000,"1,338.0000",199.0000,649.0000,"1,338.0000",199.0000,649.0000,0.3066,0.3066
86,"1,337.0000",221.0000,711.0000,"1,337.0000",221.0000,711.0000,"1,337.0000",221.0000,711.0000,"1,337.0000",221.0000,711.0000,"1,337.0000",221.0000,711.0000,"1,337.0000",221.0000,711.0000,"1,337.0000",221.0000,711.0000,"1,337.0000",221.0000,711.0000,"1,337.0000",221.0000,711.0000,"1,337.0000",221.0000,711.0000,0.3108,0.3108
87,"1,338.0000",247.0000,785.0000,"1,338.0000",247.0000,785.0000,"1,338.0000",247.0000,785.0000,"1,338.0000",247.0000,785.0000,"1,338.0000",247.0000,785.0000,"1,338.0000",247.0000,785.0000,"1,338.0000",247.0000,785.0000,"1,338.0000",247.0000,785.0000,"1,338.0000",247.0000,785.0000,"1,338.0000",247.0000,785.0000,0.3146,0.3146
88,"1,337.0000",273.0000,869.0000,"1,337.0000",273.0000,869.0000,"1,337.0000",273.0000,869.0000,"1,337.0000",273.0000,869.0000,"1,337.0000",273.0000,869.0000,"1,337.0000",273.0000,869.0000,"1,337.0000",273.0000,869.0000,"1,337.0000",273.0000,869.0000,"1,337.0000",273.0000,869.0000,"1,337.0000",273.0000,869.0000,0.3142,0.3142
89,"1,338.0000",309.0000,972.0000,"1,338.0000",309.0000,972.0000,"1,338.0000",309.0000,972.0000,"1,338.0000",309.0000,972.0000,"1,338.0000",309.0000,972.0000,"1,338.0000",309.0000,972.0000,"1,338.0000",309.0000,972.0000,"1,338.0000",309.0000,972.0000,"1,338.0000",309.0000,972.0000,"1,338.0000",309.0000,972.0000,0.3179,0.3179
90,"1,337.0000",354.0000,"1,100.0000","1,337.0000",354.0000,"1,100.0000","1,337.0000",354.0000,"1,100.0000","1,337.0000",354.0000,"1,100.0000","1,337.0000",354.0000,"1,100.0000","1,337.0000",354.0000,"1,100.0000","1,337.0000",354.0000,"1,100.0000","1,337.0000",354.0000,"1,100.0000","1,337.0000",354.0000,"1,100.0000","1,337.0000",354.0000,"1,100.0000",0.3218,0.3218
91,"1,338.0000",410.0000,"1,257.0000","1,338.0000",410.0000,"1,257.0000","1,338.0000",410.0000,"1,257.0000","1,338.0000",410.0000,"1,257.0000","1,338.0000",410.0000,"1,257.0000","1,338.0000",410.0000,"1,257.0000","1,338.0000",410.0000,"1,257.0000","1,338.0000",410.0000,"1,257.0000","1,338.0000",410.0000,"1,257.0000","1,338.0000",410.0000,"1,257.0000",0.3262,0.3262
92,"1,337.0000",476.0000,"1,456.0000","1,337.0000",476.0000,"1,456.0000","1,337.0000",476.0000,"1,456.0000","1,337.0000",476.0000,"1,456.0000","1,337.0000",476.0000,"1,456.0000","1,337.0000",476.0000,"1,456.0000","1,337.0000",476.0000,"1,456.0000","1,337.0000",476.0000,"1,456.0000","1,337.0000",476.0000,"1,456.0000","1,337.0000",476.0000,"1,456.0000",0.3269,0.3269
93,"1,338.0000",563.0000,"1,710.0000","1,338.0000",563.0000,"1,710.0000","1,338.0000",563.0000,"1,710.0000","1,338.0000",563.0000,"1,710.0000","1,338.0000",563.0000,"1,710.0000","1,338.0000",563.0000,"1,710.0000","1,338.0000",563.0000,"1,710.0000","1,338.0000",563.0000,"1,710.0000","1,338.0000",563.0000,"1,710.0000","1,338.0000",563.0000,"1,710.0000",0.3292,0.3292
94,"1,337.0000",682.0000,"2,057.0000","1,337.0000",682.0000,"2,057.0000","1,337.0000",682.0000,"2,057.0000","1,337.0000",682.0000,"2,057.0000","1,337.0000",682.0000,"2,057.0000","1,337.0000",682.0000,"2,057.0000","1,337.0000",682.0000,"2,057.0000","1,337.0000",682.0000,"2,057.0000","1,337.0000",682.0000,"2,057.0000","1,337.0000",682.0000,"2,057.0000",0.3316,0.3316
95,"1,338.0000",844.0000,"2,527.0000","1,338.0000",844.0000,"2,527.0000","1,338.0000",844.0000,"2,527.0000","1,338.0000",844.0000,"2,527.0000","1,338.0000",844.0000,"2,527.0000","1,338.0000",844.0000,"2,527.0000","1,338.0000",844.0000,"2,527.0000","1,338.0000",844.0000,"2,527.0000","1,338.0000",844.0000,"2,527.0000","1,338.0000",844.0000,"2,527.0000",0.3340,0.3340
96,"1,337.0000","1,093.0000","3,261.0000","1,337.0000","1,093.0000","3,261.0000","1,337.0000","1,093.0000","3,261.0000","1,337.0000","1,093.0000","3,261.0000","1,337.0000","1,093.0000","3,261.0000","1,337.0000","1,093.0000","3,261.0000","1,337.0000","1,093.0000","3,261.0000","1,337.0000","1,093.0000","3,261.0000","1,337.0000","1,093.0000","3,261.0000","1,337.0000","1,093.0000","3,261.0000",0.3352,0.3352
97,"1,338.0000","1,566.0000","4,606.0000","1,338.0000","1,566.0000","4,606.0000","1,338.0000","1,566.0000","4,606.0000","1,338.0000","1,566.0000","4,606.0000","1,338.0000","1,566.0000","4,606.0000","1,338.0000","1,566.0000","4,606.0000","1,338.0000","1,566.0000","4,606.0000","1,338.0000","1,566.0000","4,606.0000","1,338.0000","1,566.0000","4,606.0000","1,338.0000","1,566.0000","4,606.0000",0.3400,0.3400
98,"1,337.0000","2,623.0000","7,674.0000","1,337.0000","2,623.0000","7,674.0000","1,337.0000","2,623.0000","7,674.0000","1,337.0000","2,623.0000","7,674.0000","1,337.0000","2,623.0000","7,674.0000","1,337.0000","2,623.0000","7,674.0000","1,337.0000","2,623.0000","7,674.0000","1,337.0000","2,623.0000","7,674.0000","1,337.0000","2,623.0000","7,674.0000","1,337.0000","2,623.0000","7,674.0000",0.3418,0.3418
99,"1,338.0000","13,416.0000","39,140.0000","1,338.0000","13,416.0000","39,140.0000","1,338.0000","13,416.0000","39,140.0000","1,338.0000","13,416.0000","39,140.0000","1,338.0000","13,416.0000","39,140.0000","1,338.0000","13,416.0000","39,140.0000","1,338.0000","13,416.0000","39,140.0000","1,338.0000","13,416.0000","39,140.0000","1,338.0000","13,416.0000","39,140.0000","1,338.0000","13,416.0000","39,140.0000",0.3428,0.3428
ALL,"133,749.0000","26,277.0000","70,280.0000","133,749.0000","26,277.0000","70,280.0000","133,749.0000","26,277.0000","70,280.0000","133,749.0000","26,277.0000","70,280.0000","133,749.0000","26,277.0000","70,280.0000","133,749.0000","26,277.0000","70,280.0000","133,749.0000","26,277.0000","70,280.0000","133,749.0000","26,277.0000","70,280.0000","133,749.0000","26,277.0000","70,280.0000","133,749.0000","26,277.0000","70,280.0000",0.3739,0.3739
